,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value
189,Maurizio,Comi,Male,74,1996-05-30,IT,Affluent Customer,N,No,10,25805 Eagan Place,2766,NSW,Australia,9,190,1.15546875
190,Elbertina,Fendley,Female,32,1992-03-27,Property,Affluent Customer,N,No,8,743 Debra Court,2117,NSW,Australia,11,191,1.15
191,Franklin,Wohler,Male,55,1938-10-16,Health,Mass Customer,N,Yes,7,6966 Delladonna Street,2250,NSW,Australia,8,191,1.15
192,Allyson,Petchell,Female,16,1970-03-19,Telecommunications,High Net Worth,N,No,10,98221 Pennsylvania Place,2170,NSW,Australia,8,191,1.15
193,Ermentrude,Heindle,Female,47,1969-08-02,Argiculture,Mass Customer,N,No,7,307 Knutson Center,2226,NSW,Australia,10,191,1.15
194,Alanna,Lerway,Female,26,1944-01-05,Health,Mass Customer,N,Yes,11,593 Alpine Drive,3195,VIC,Australia,12,195,1.1475
195,Vincent,Jopke,Male,6,1972-03-10,Property,Affluent Customer,N,No,16,45788 Stang Plaza,3687,VIC,Australia,3,195,1.1475
196,Mandie,Jeffryes,Female,60,1981-02-16,,High Net Worth,N,No,7,96515 Di Loreto Pass,4109,QLD,Australia,9,195,1.1475
197,Collete,Dory,Female,66,1990-01-09,,High Net Worth,N,No,2,8625 Dakota Plaza,2210,NSW,Australia,9,195,1.1475
198,Leonid,Dorricott,Male,44,1993-11-18,,Affluent Customer,N,No,3,02 Hoffman Road,2448,NSW,Australia,3,195,1.1475
199,Charlena,Berney,Female,55,1966-01-02,Manufacturing,High Net Worth,N,Yes,12,496 Logan Center,4207,QLD,Australia,4,195,1.1475
200,Alfonso,Massel,Male,70,1940-12-05,,Mass Customer,N,Yes,13,6065 Talisman Crossing,3977,VIC,Australia,7,201,1.1421875
201,Engracia,Dobbs,Female,84,1959-04-19,Health,Mass Customer,N,No,15,72 Eliot Place,2250,NSW,Australia,8,202,1.140625
202,Glyn,LN_unkown,Male,47,1945-02-13,Manufacturing,Affluent Customer,N,Yes,21,67 Bluejay Plaza,2300,NSW,Australia,9,202,1.140625
203,Rosemonde,Cartwight,Female,44,1952-10-20,Retail,Mass Customer,N,Yes,7,518 Paget Hill,4605,QLD,Australia,1,202,1.140625
204,Alano,Satchel,Male,2,1998-11-26,,Mass Customer,N,No,2,87107 Shelley Crossing,2429,NSW,Australia,7,202,1.140625
205,Corrine,Baribal,Female,19,1948-10-12,,Affluent Customer,N,Yes,12,3 Mallory Circle,2170,NSW,Australia,8,206,1.1375
206,Benoit,Harniman,Male,31,1976-08-27,Telecommunications,Affluent Customer,N,No,9,1582 Bashford Drive,4018,QLD,Australia,7,206,1.1375
207,Jeanne,Darte,Female,70,1955-08-18,,Mass Customer,N,Yes,11,3 Homewood Park,2756,NSW,Australia,7,206,1.1375
208,Jenelle,Fearnill,Female,12,1958-01-03,Health,High Net Worth,N,No,19,06 Old Gate Park,2144,NSW,Australia,9,206,1.1375
209,Tannie,Gambrell,Male,92,1967-05-25,Financial Services,Affluent Customer,N,No,4,49 Surrey Point,4710,QLD,Australia,4,206,1.1375
210,Mick,Macewan,Male,32,1967-12-12,Financial Services,Mass Customer,N,No,16,59254 Northland Alley,2032,NSW,Australia,10,206,1.1375
211,Abbie,Oldman,Male,82,1983-11-26,Health,High Net Worth,N,Yes,5,4 North Drive,2168,NSW,Australia,8,212,1.136875
212,Tabbie,Curner,Male,12,1997-03-13,Retail,Mass Customer,N,No,6,89 Parkside Street,3021,VIC,Australia,6,212,1.136875
213,Shane,Killen,Male,28,1956-10-16,Entertainment,High Net Worth,N,No,10,7 Hazelcrest Place,2165,NSW,Australia,8,212,1.136875
214,Roberta,Goodale,Female,9,1947-02-28,Property,Mass Customer,N,Yes,22,013 David Junction,4211,QLD,Australia,7,215,1.12890625
215,Kippy,Barabisch,Male,11,2000-04-07,Manufacturing,Mass Customer,N,No,4,840 Graceland Street,2125,NSW,Australia,11,215,1.12890625
216,Rosalinde,Cubuzzi,Female,50,1997-09-04,,Mass Customer,N,No,5,6 Lotheville Trail,2444,NSW,Australia,7,215,1.12890625
217,Cami,Barnbrook,Female,8,1963-01-01,Health,Affluent Customer,N,Yes,18,890 Truax Lane,4285,QLD,Australia,2,218,1.12625
218,Dorian,Stollen,Male,78,1980-02-16,Financial Services,Mass Customer,N,Yes,18,72922 Cambridge Terrace,2026,NSW,Australia,11,219,1.125
219,Hunfredo,Hayball,Male,7,1994-04-15,IT,Affluent Customer,N,No,3,60461 Esch Avenue,2227,NSW,Australia,8,219,1.125
220,Giorgi,O'Shirine,Male,68,1981-06-20,Retail,Mass Customer,N,Yes,15,6 Novick Alley,3934,VIC,Australia,8,219,1.125
221,Kort,Disley,Male,66,1979-02-05,Health,Mass Customer,N,Yes,7,76 Donald Trail,2160,NSW,Australia,9,219,1.125
222,Gretna,Thredder,Female,62,1966-01-08,,Mass Customer,N,No,18,1607 Westridge Drive,2203,NSW,Australia,11,223,1.115625
223,Tobiah,Heinsius,Male,66,2000-01-25,Health,High Net Worth,N,No,9,3630 Dawn Crossing,2446,NSW,Australia,8,223,1.115625
224,Wallace,Newart,Male,91,1977-12-06,IT,Mass Customer,N,No,17,29007 Dapin Street,4650,QLD,Australia,1,223,1.115625
225,Hersh,Stubbert,Male,0,2000-06-25,Manufacturing,Mass Customer,N,Yes,15,68 Fairfield Street,4115,QLD,Australia,8,226,1.1125
226,Hatti,Carletti,U,35,1971-04-20,IT,Affluent Customer,N,Yes,11,6 Iowa Center,2519,NSW,Australia,9,226,1.1125
227,Wyn,Saynor,Male,54,1964-06-22,Financial Services,High Net Worth,N,No,8,5 Briar Crest Road,2099,NSW,Australia,9,226,1.1125
228,Maribeth,Stivani,Female,46,1954-11-13,Financial Services,Mass Customer,N,No,7,945 Bobwhite Court,2430,NSW,Australia,8,226,1.1125
229,Abigale,Sives,Female,48,1963-12-13,Health,Affluent Customer,N,Yes,14,2 Glendale Center,4207,QLD,Australia,4,230,1.109375
230,Gothart,Artus,Male,52,1978-05-31,Health,Mass Customer,N,Yes,14,21824 Northridge Alley,2117,NSW,Australia,10,231,1.105
231,Danny,Bodle,Male,50,1943-09-24,Manufacturing,Mass Customer,N,Yes,18,68 Anthes Park,2007,NSW,Australia,9,231,1.105
232,Vittorio,Boxen,Male,94,1965-08-15,,Mass Customer,N,No,14,3 Anthes Court,2148,NSW,Australia,9,233,1.1
233,Deborah,Petrovsky,Female,53,1943-07-14,Property,Mass Customer,N,No,16,036 Redwing Street,2011,NSW,Australia,7,233,1.1
234,Agace,Hedge,Female,25,1997-07-23,,Mass Customer,N,Yes,13,92 Petterle Place,3429,VIC,Australia,8,233,1.1
235,Rolland,Esmead,Male,41,1940-07-13,Health,Affluent Customer,N,No,8,72008 7th Avenue,2200,NSW,Australia,8,233,1.1
236,Latrena,Walklate,Female,97,1943-10-05,Telecommunications,High Net Worth,N,Yes,13,87 Sheridan Junction,2281,NSW,Australia,8,237,1.094375
237,Mariquilla,Springthorpe,Female,30,1939-04-04,,Mass Customer,N,Yes,8,811 Melrose Park,2224,NSW,Australia,10,237,1.094375
238,Leticia,Danovich,Female,84,1941-10-02,Entertainment,Mass Customer,N,Yes,15,2 Logan Avenue,4307,QLD,Australia,1,237,1.094375
239,Harman,Lynds,Male,4,1961-05-27,,Mass Customer,N,Yes,5,538 Gina Way,4105,QLD,Australia,8,240,1.09
240,Farra,Matyushkin,Female,18,1974-01-24,Manufacturing,High Net Worth,N,Yes,9,52761 Portage Crossing,3170,VIC,Australia,9,241,1.0875
241,Robenia,Monks,Female,94,1959-05-08,Manufacturing,Mass Customer,N,No,5,8 Fieldstone Street,4065,QLD,Australia,9,241,1.0875
242,Roman,Eastwood,Male,57,1969-09-21,Manufacturing,Affluent Customer,N,Yes,16,8957 Anhalt Alley,3004,VIC,Australia,4,241,1.0875
243,Solomon,Bruck,Male,29,1957-11-15,Health,Mass Customer,N,No,12,5 High Crossing Junction,4556,QLD,Australia,8,244,1.08375
244,Krystyna,Airey,Female,2,1950-09-05,,Mass Customer,N,Yes,19,75760 Toban Junction,4006,QLD,Australia,5,244,1.08375
245,Katharine,Redbourn,Female,8,1967-09-11,Manufacturing,Affluent Customer,N,Yes,4,178 Waxwing Trail,3134,VIC,Australia,10,244,1.08375
246,Cammy,Stoneham,Female,74,1963-05-02,Financial Services,High Net Worth,N,No,14,8648 Green Alley,4680,QLD,Australia,3,244,1.08375
247,Ellsworth,Andrieux,Male,49,1971-04-26,Financial Services,Affluent Customer,N,Yes,10,08912 Carberry Place,4036,QLD,Australia,7,248,1.078125
248,Federico,Leuty,Male,59,1978-12-11,Property,High Net Worth,N,Yes,11,720 Menomonie Crossing,2380,NSW,Australia,4,249,1.07578125
249,Ferdy,Hornung,Male,57,1974-05-14,Entertainment,High Net Worth,N,No,18,0686 Hallows Trail,4506,QLD,Australia,3,250,1.075
250,Sunny,Christescu,Female,90,1975-03-12,Financial Services,Mass Customer,N,No,11,6668 Blue Bill Park Plaza,2209,NSW,Australia,10,250,1.075
251,Shadow,Yakutin,Male,85,1967-02-03,Health,Affluent Customer,N,Yes,6,06 Dwight Park,4119,QLD,Australia,2,252,1.073125
252,Sharai,Priddie,Female,13,1961-01-16,Retail,Mass Customer,N,No,9,5202 Crowley Place,2145,NSW,Australia,9,252,1.073125
253,Celeste,Fretson,Female,91,1980-09-16,IT,Mass Customer,N,No,9,14709 Portage Avenue,2166,NSW,Australia,9,252,1.073125
254,Lea,Ilyinski,Female,75,1997-09-25,Financial Services,High Net Worth,N,No,12,895 Glendale Park,2026,NSW,Australia,12,252,1.073125
255,Dyann,Olechnowicz,Female,17,1939-07-17,Manufacturing,Mass Customer,N,No,16,0474 Bowman Hill,3031,VIC,Australia,10,252,1.073125
256,Delly,Sunman,Female,49,1959-04-11,Retail,Mass Customer,N,No,15,652 Fuller Terrace,3206,VIC,Australia,12,252,1.073125
257,Malvin,Ryhorovich,Male,37,1962-03-03,,Mass Customer,N,No,5,5356 Sugar Plaza,4818,QLD,Australia,3,252,1.073125
258,Tanya,Hamberston,Female,45,2000-09-25,,Mass Customer,N,Yes,9,7 Schiller Point,4113,QLD,Australia,6,259,1.0625
259,Kaela,Romaines,Female,41,1971-11-27,Manufacturing,High Net Worth,N,No,19,9193 Prairieview Drive,2155,NSW,Australia,10,259,1.0625
260,Evonne,Bembridge,Female,9,1969-07-06,Retail,Mass Customer,N,Yes,14,13272 Basil Avenue,3103,VIC,Australia,9,259,1.0625
261,Shannen,Lewin,Female,21,1991-06-07,Argiculture,High Net Worth,N,No,6,29 Aberg Crossing,4210,QLD,Australia,6,259,1.0625
262,Bogey,Attew,Male,88,1992-11-18,IT,Mass Customer,N,Yes,10,4 Monterey Road,4165,QLD,Australia,9,259,1.0625
263,Zondra,Ringham,Female,36,1948-01-13,Financial Services,Mass Customer,N,Yes,7,416 Lighthouse Bay Lane,4510,QLD,Australia,5,259,1.0625
264,Barnebas,Apfel,Male,57,1996-02-19,Manufacturing,Affluent Customer,N,Yes,2,05475 Elgar Place,4000,QLD,Australia,6,259,1.0625
265,Alleen,Eaken,Female,56,1938-08-31,,Mass Customer,N,No,10,343 Lakewood Center,2089,NSW,Australia,12,259,1.0625
266,Gerri,Schimann,Female,81,1969-11-17,Property,Mass Customer,N,Yes,18,47 Kim Terrace,2566,NSW,Australia,8,259,1.0625
267,Antonietta,Egle,Female,82,1973-09-25,Financial Services,Mass Customer,N,No,7,590 Hagan Parkway,3805,VIC,Australia,7,259,1.0625
268,Raff,Waycott,Male,70,1951-12-16,Manufacturing,Affluent Customer,N,Yes,14,94694 Eagle Crest Terrace,3977,VIC,Australia,7,259,1.0625
269,Lark,Gonet,Female,89,1972-01-17,Health,High Net Worth,N,No,8,261 Orin Center,2763,NSW,Australia,8,259,1.0625
270,Cletis,Longley,Male,84,1996-07-01,Manufacturing,High Net Worth,N,Yes,1,667 Waxwing Plaza,3199,VIC,Australia,7,271,1.06
271,Bartram,Di Lucia,Male,70,1961-01-03,Argiculture,Mass Customer,N,Yes,5,83509 Delaware Street,2480,NSW,Australia,3,271,1.06
272,Theresa,Cowper,Female,99,1976-08-24,Manufacturing,Mass Customer,N,No,3,88 Mifflin Pass,2529,NSW,Australia,10,271,1.06
273,Philbert,Raraty,Male,48,1956-06-28,Manufacturing,Mass Customer,N,No,6,10 Dexter Park,2177,NSW,Australia,9,274,1.051875
274,Egon,Ortells,Male,35,1976-06-11,Manufacturing,Affluent Customer,N,No,13,3 Sundown Hill,2168,NSW,Australia,9,274,1.051875
275,Dahlia,Shovlar,Female,90,1966-03-07,,Affluent Customer,N,Yes,7,655 Glendale Trail,3976,VIC,Australia,3,274,1.051875
276,Timi,Duny,Female,70,1953-03-12,Telecommunications,High Net Worth,N,No,6,39192 Glendale Alley,2092,NSW,Australia,12,274,1.051875
277,Dominick,Asher,Male,50,1962-10-06,Health,Affluent Customer,N,Yes,5,7307 Lake View Crossing,3804,VIC,Australia,9,278,1.05
278,Raye,Roo,Female,64,1976-03-07,Financial Services,Mass Customer,N,Yes,16,1199 Express Plaza,3046,VIC,Australia,9,278,1.05
279,Becka,Hacon,Female,81,1965-07-03,Financial Services,Affluent Customer,N,No,17,1 Namekagon Point,3791,VIC,Australia,9,278,1.05
280,Cirillo,Frossell,Male,7,1968-10-14,,Mass Customer,N,No,6,602 Meadow Vale Lane,2111,NSW,Australia,12,278,1.05
281,Verla,Dumingos,Female,26,1971-09-18,Telecommunications,Mass Customer,N,Yes,10,6784 Spohn Alley,3021,VIC,Australia,8,282,1.04921875
282,Sherrie,Godleman,Female,37,1978-04-02,Manufacturing,Mass Customer,N,No,19,67 Shelley Crossing,3350,VIC,Australia,2,282,1.04921875
283,Dexter,Shutle,Male,81,1959-01-05,,Mass Customer,N,No,17,07 Dayton Court,4005,QLD,Australia,7,284,1.046875
284,Konstanze,Hovie,Female,88,1967-01-09,Health,Mass Customer,N,No,11,351 Sunfield Lane,4370,QLD,Australia,7,285,1.04125
285,Bink,Bentje,Male,3,1957-03-23,Financial Services,High Net Worth,N,Yes,19,8427 Moulton Place,2680,NSW,Australia,3,285,1.04125
286,Taber,Szymon,Male,70,1947-04-22,Argiculture,Affluent Customer,N,No,13,984 Del Sol Junction,4659,QLD,Australia,8,287,1.04
287,Debbi,Dannatt,Female,2,1958-12-28,,Affluent Customer,N,No,6,3 Pepper Wood Hill,4218,QLD,Australia,10,287,1.04
288,Giana,Staresmeare,Female,96,1976-04-20,Retail,Affluent Customer,N,Yes,9,8737 Scoville Center,2770,NSW,Australia,7,289,1.0375
289,Morton,Petkens,Male,50,1990-11-13,Manufacturing,High Net Worth,N,Yes,10,385 Montana Place,3012,VIC,Australia,1,289,1.0375
290,Vittoria,Whitney,Female,95,1981-06-03,,High Net Worth,N,No,12,3 Surrey Court,2019,NSW,Australia,11,291,1.0359375
291,Paquito,Atwood,Male,15,1972-07-30,Manufacturing,Affluent Customer,N,No,9,2 Magdeline Street,3199,VIC,Australia,8,291,1.0359375
292,Dimitri,Tribbeck,Male,89,1958-12-07,,Affluent Customer,N,No,20,93235 Hoard Trail,3165,VIC,Australia,6,291,1.0359375
293,Shelli,Bartholomaus,Female,88,1963-05-11,Health,Mass Customer,N,Yes,6,356 Carberry Avenue,3082,VIC,Australia,7,291,1.0359375
294,Kermit,Lebond,Male,36,1980-02-01,Financial Services,Mass Customer,N,No,4,71 Ludington Center,4208,QLD,Australia,8,295,1.03125
295,Biddie,Gorce,Female,68,1988-01-30,Financial Services,Mass Customer,N,Yes,5,2116 Continental Terrace,2795,NSW,Australia,7,295,1.03125
296,Rupert,Marrow,Male,73,1970-08-08,Property,High Net Worth,N,No,19,2 7th Way,2760,NSW,Australia,8,297,1.030625
297,Geoff,Sitford,Male,97,1965-02-27,Financial Services,Mass Customer,N,Yes,4,7 Elgar Road,2148,NSW,Australia,8,297,1.030625
298,Ange,Chitham,Female,91,1991-02-14,Argiculture,Mass Customer,N,No,10,00003 Hoffman Pass,2560,NSW,Australia,8,297,1.030625
299,Tiphanie,Blackader,Female,59,1947-10-08,Retail,Mass Customer,N,No,17,71 Stone Corner Avenue,2007,NSW,Australia,11,297,1.030625
300,Zollie,Crinidge,Male,39,1988-01-10,Retail,Mass Customer,N,Yes,10,0 Esker Avenue,4019,QLD,Australia,5,297,1.030625
301,Daisy,Pollen,Female,97,1993-08-09,Financial Services,Mass Customer,N,No,7,61825 Debs Terrace,3167,VIC,Australia,9,302,1.03
302,Emelen,Bidnall,Male,79,1981-08-05,Health,Affluent Customer,N,Yes,11,11 Oak Terrace,2026,NSW,Australia,12,302,1.03
303,Linette,Boman,Female,56,1949-05-20,,Affluent Customer,N,No,11,7 Michigan Hill,2076,NSW,Australia,11,304,1.025
304,Manya,Abramovici,Female,42,1955-07-17,Financial Services,High Net Worth,N,Yes,13,8 Randy Park,4214,QLD,Australia,8,304,1.025
305,Brynna,Tivers,Female,81,1974-08-09,Financial Services,Mass Customer,N,No,6,0 Mayfield Parkway,4272,QLD,Australia,7,304,1.025
306,Art,Carolan,Male,1,1954-11-09,,Affluent Customer,N,Yes,11,57903 Hanson Parkway,2570,NSW,Australia,9,304,1.025
307,Alfi,Sabbins,Female,63,1959-06-12,Financial Services,High Net Worth,N,Yes,18,763 Ridgeway Place,2344,NSW,Australia,3,304,1.025
308,Loleta,Aberdalgy,Female,45,1981-02-15,Health,Mass Customer,N,No,11,99 Westend Court,2287,NSW,Australia,6,304,1.025
309,Aldric,Birney,Male,21,1971-08-19,Manufacturing,Mass Customer,N,Yes,14,5 Caliangt Center,2546,NSW,Australia,6,310,1.02265625
310,Natividad,Balducci,Female,39,1991-02-07,Property,High Net Worth,N,Yes,10,4472 Washington Junction,3206,VIC,Australia,11,310,1.02265625
311,Claudine,Dymick,Female,28,1965-12-13,Health,Mass Customer,N,No,5,31675 Corry Way,3977,VIC,Australia,5,312,1.02
312,Seamus,Cains,Male,61,1989-12-15,Manufacturing,High Net Worth,N,No,7,4882 Dakota Center,2305,NSW,Australia,8,312,1.02
313,Guss,Karim,Male,95,1968-11-24,Manufacturing,Mass Customer,N,No,7,4 Warner Circle,2227,NSW,Australia,11,312,1.02
314,Julietta,Setchfield,Female,73,1992-01-31,,High Net Worth,N,Yes,3,4 Manufacturers Crossing,4170,QLD,Australia,8,312,1.02
315,Roch,Symson,Female,96,1978-05-13,Manufacturing,High Net Worth,N,No,18,016 Westport Park,3073,VIC,Australia,9,312,1.02
316,Audry,Fann,Female,3,1957-10-17,Health,Mass Customer,N,Yes,15,19 Debs Parkway,3029,VIC,Australia,6,312,1.02
317,Cecelia,Cisar,Female,20,1985-03-26,Property,Mass Customer,N,Yes,15,665 Sachs Way,4212,QLD,Australia,7,312,1.02
318,Clari,Voas,Female,74,1955-07-28,Health,Affluent Customer,N,Yes,14,4110 Mifflin Center,2127,NSW,Australia,8,312,1.02
319,Zach,Hedman,Male,87,1981-09-11,Financial Services,Affluent Customer,N,Yes,4,62 Spaight Center,2566,NSW,Australia,9,320,1.015625
320,Paxon,Roomes,Male,78,1976-11-06,,High Net Worth,N,Yes,7,3 Express Lane,3021,VIC,Australia,7,320,1.015625
321,Parnell,Lamprey,Male,23,1977-04-08,Financial Services,High Net Worth,N,No,12,7353 Mallard Junction,2165,NSW,Australia,6,322,1.0125
322,Honey,Gosdin,Female,0,1981-11-29,Property,Mass Customer,N,No,17,066 Warner Trail,2582,NSW,Australia,9,322,1.0125
323,Sonny,McCart,Male,35,1992-08-27,Manufacturing,High Net Worth,N,No,9,52752 Barby Hill,3020,VIC,Australia,9,324,1.01
324,Rozamond,Turtle,U,69,1971-04-20,IT,Mass Customer,N,Yes,3,57025 New Castle Street,3850,VIC,Australia,3,324,1.01
325,Deirdre,Burgoine,Female,14,1955-01-08,Health,High Net Worth,N,No,7,0 Stoughton Park,3000,VIC,Australia,1,326,1.009375
326,Haleigh,LN_unkown,Female,17,1952-05-19,Financial Services,Mass Customer,N,Yes,18,49 Jana Point,4503,QLD,Australia,4,326,1.009375
327,Aldridge,Poskitt,Male,84,1982-02-10,,Mass Customer,N,No,12,7 Fordem Point,4161,QLD,Australia,5,326,1.009375
328,Zechariah,McReidy,Male,32,1978-07-22,Manufacturing,High Net Worth,N,No,21,797 Westend Street,4207,QLD,Australia,6,329,1.0
329,Carry,Costi,Female,32,1972-11-26,Property,Mass Customer,N,No,11,5316 Farwell Hill,2800,NSW,Australia,4,329,1.0
330,Alon,LN_unkown,Male,17,1999-06-23,,Affluent Customer,N,No,9,770 Crest Line Parkway,4218,QLD,Australia,3,329,1.0
331,Ahmed,Pickthorne,Male,46,1959-12-25,,High Net Worth,N,Yes,15,50 American Street,2147,NSW,Australia,9,329,1.0
332,Nil,Shirer,Male,64,1997-09-27,Entertainment,Mass Customer,N,Yes,7,4793 Mcbride Pass,3013,VIC,Australia,8,329,1.0
333,Erhard,O'Moylane,Male,33,1978-05-27,Retail,Affluent Customer,N,Yes,9,01124 Dottie Lane,3630,VIC,Australia,2,334,0.9987499999999998
334,Vitia,Axtens,Female,62,1945-08-08,Financial Services,Mass Customer,N,Yes,15,42681 Carey Alley,2011,NSW,Australia,10,334,0.9987499999999998
335,Haskell,Moxted,Male,81,1943-08-27,Manufacturing,Mass Customer,N,No,7,2941 Talisman Alley,2145,NSW,Australia,9,334,0.9987499999999998
336,Ebony,Conrad,Female,8,1999-10-24,Financial Services,Mass Customer,N,Yes,16,990 Hoffman Avenue,3029,VIC,Australia,7,334,0.9987499999999998
337,Lincoln,Boler,Male,53,1976-01-24,,Affluent Customer,N,No,14,5 Summer Ridge Court,3207,VIC,Australia,8,338,0.99609375
338,Vladimir,Westmerland,Male,18,1956-06-19,Manufacturing,Mass Customer,N,Yes,18,102 Charing Cross Terrace,2640,NSW,Australia,4,338,0.99609375
339,Kylynn,Drowsfield,Female,80,1975-03-28,,High Net Worth,N,Yes,7,5 Trailsway Avenue,3059,VIC,Australia,9,338,0.99609375
340,Nicole,Ruckhard,Female,93,1969-10-09,Health,Affluent Customer,N,Yes,17,23694 Leroy Place,4560,QLD,Australia,3,341,0.99
341,Celestina,Lethardy,Female,38,1968-12-11,IT,Mass Customer,N,Yes,11,53 Memorial Street,3163,VIC,Australia,10,341,0.99
342,Tannie,Petrakov,Male,84,1951-11-27,IT,Affluent Customer,N,No,10,691 Valley Edge Alley,4078,QLD,Australia,6,341,0.99
343,Bessy,Saladin,Female,22,1939-12-22,Manufacturing,Mass Customer,N,Yes,16,60073 Pankratz Pass,4075,QLD,Australia,10,341,0.99
344,Diego,Van den Broek,Male,17,1964-09-28,Manufacturing,Affluent Customer,N,Yes,13,8 Schlimgen Drive,4055,QLD,Australia,7,345,0.988125
345,Lucilia,Minshall,Female,71,1952-04-15,IT,Mass Customer,N,Yes,7,0237 Mallard Place,2750,NSW,Australia,8,345,0.988125
346,Cissiee,Pollington,Female,43,1941-07-21,Property,Mass Customer,N,Yes,7,69710 Northfield Center,2256,NSW,Australia,9,345,0.988125
347,Eddy,Sturch,Male,22,1961-02-11,Financial Services,High Net Worth,N,Yes,17,1 Kinsman Crossing,4158,QLD,Australia,6,345,0.988125
348,Caron,Kezar,Female,11,1953-08-08,Health,Mass Customer,N,No,5,40553 Rigney Avenue,2835,NSW,Australia,1,349,0.9875
349,Sandor,Stirland,Male,67,1981-05-26,Manufacturing,High Net Worth,N,No,12,48578 Farmco Park,3235,VIC,Australia,10,349,0.9875
350,Gallagher,Bromell,Male,18,1956-12-02,,Mass Customer,N,No,17,91634 Badeau Crossing,4556,QLD,Australia,8,349,0.9875
351,Murial,Bulloch,Female,59,1964-10-01,Financial Services,Mass Customer,N,No,13,391 Old Shore Lane,2011,NSW,Australia,6,349,0.9875
352,Delinda,Ech,Female,74,1944-10-21,Argiculture,Mass Customer,N,Yes,17,28 Golf View Terrace,3101,VIC,Australia,10,349,0.9875
353,Hussein,Tapenden,Male,19,1953-10-19,Health,Affluent Customer,N,Yes,12,0197 Sachs Avenue,2747,NSW,Australia,8,349,0.9875
354,Giulietta,Garbott,Female,59,2002-02-27,,Affluent Customer,N,Yes,14,48297 Stuart Circle,3810,VIC,Australia,5,355,0.984375
355,Kaylyn,Jakaway,Female,45,1980-07-30,Health,Affluent Customer,N,No,10,67 Heath Circle,2290,NSW,Australia,8,356,0.9828125
356,Brynn,Goodyear,Female,30,1944-11-10,Health,Mass Customer,N,Yes,11,3 Sheridan Lane,3075,VIC,Australia,7,356,0.9828125
357,Otis,LN_unkown,Male,59,1971-01-11,Manufacturing,Affluent Customer,N,No,12,04 Oakridge Plaza,2075,NSW,Australia,11,358,0.98
358,Tamas,Swatman,U,65,1971-04-20,Entertainment,Affluent Customer,N,No,5,78 Clarendon Drive,4551,QLD,Australia,8,358,0.98
359,Pace,Clemonts,Male,99,1990-07-28,Retail,High Net Worth,N,No,10,335 Cambridge Hill,3122,VIC,Australia,7,358,0.98
360,Tracy,Andrejevic,U,71,1971-04-20,IT,Mass Customer,N,Yes,11,5675 Burning Wood Trail,3030,VIC,Australia,7,361,0.9775
361,Muffin,Grigolon,Male,7,1979-10-31,Telecommunications,Mass Customer,N,No,12,4597 Marcy Point,2232,NSW,Australia,10,361,0.9775
362,Allsun,Biner,Female,67,1997-12-26,Financial Services,Mass Customer,N,Yes,10,9 Walton Way,2641,NSW,Australia,2,361,0.9775
363,Kenneth,Elleyne,Male,13,1957-09-03,Financial Services,Mass Customer,N,No,13,27429 Dottie Plaza,3145,VIC,Australia,11,361,0.9775
364,Clotilda,Southers,Female,62,1999-11-08,Financial Services,Mass Customer,N,Yes,15,42 Donald Hill,2323,NSW,Australia,4,361,0.9775
365,Augustus,Bourley,Male,60,1981-08-17,Health,Affluent Customer,N,No,18,3 Hoepker Parkway,4152,QLD,Australia,10,366,0.9750000000000001
366,Daisi,Tinwell,Female,84,1971-12-24,Financial Services,Mass Customer,N,No,11,19561 Express Street,2777,NSW,Australia,8,366,0.9750000000000001
367,Gerik,Woodroof,Male,18,1959-06-13,Financial Services,High Net Worth,N,Yes,9,41 Kropf Road,3175,VIC,Australia,7,366,0.9750000000000001
368,Claresta,MacConnulty,Female,6,1957-10-01,,Mass Customer,N,Yes,20,0516 Fremont Point,2026,NSW,Australia,9,366,0.9750000000000001
369,Arty,Fontelles,Male,50,1994-10-21,IT,High Net Worth,N,No,4,7872 South Junction,3197,VIC,Australia,4,370,0.97
370,Giulia,Hazart,Female,57,1978-08-02,,Mass Customer,N,No,11,81 Donald Parkway,4218,QLD,Australia,11,371,0.96875
371,Whit,Emloch,Male,30,1963-08-20,Health,Mass Customer,N,Yes,6,105 Carpenter Court,2220,NSW,Australia,9,372,0.9668749999999999
372,Rowan,Summerly,Male,4,1974-07-05,Entertainment,Mass Customer,N,No,9,58231 Tomscot Plaza,2209,NSW,Australia,10,372,0.9668749999999999
373,Ian,Rabat,Male,54,1975-08-04,Financial Services,Affluent Customer,N,No,11,3 Loeprich Point,3204,VIC,Australia,11,372,0.9668749999999999
374,Agneta,McAmish,U,66,1971-04-20,IT,Mass Customer,N,No,15,5773 Acker Way,4207,QLD,Australia,6,375,0.96
375,Reginald,Jermy,Male,7,1960-09-12,,High Net Worth,N,Yes,20,540 Katie Street,4128,QLD,Australia,8,375,0.96
376,Link,Gorini,Male,60,1974-11-09,IT,High Net Worth,N,No,10,9495 Jenna Way,4600,QLD,Australia,2,375,0.96
377,Harriet,Brattan,Female,81,1986-12-03,Financial Services,High Net Worth,N,No,2,66 Ruskin Parkway,3579,VIC,Australia,1,378,0.9562499999999999
378,Sada,Branton,Female,34,1974-06-24,Manufacturing,Affluent Customer,N,No,14,9736 Mitchell Pass,3199,VIC,Australia,6,378,0.9562499999999999
