,customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
640,748,Linet,Postill,Female,51,1981-04-21,Financial Services,High Net Worth,N,No,7.0
641,749,Andreas,Cosin,Male,47,1972-08-01,Argiculture,Mass Customer,N,No,19.0
642,750,Izaak,Gisborne,Male,42,1995-04-08,Retail,Affluent Customer,N,Yes,7.0
643,751,Amie,Dufty,Female,41,2001-10-31,Financial Services,Affluent Customer,N,No,1.0
644,752,Kalil,Palombi,Male,13,1961-06-27,Financial Services,High Net Worth,N,No,12.0
645,753,Josy,St. Quentin,Female,82,1970-03-07,Health,Affluent Customer,Y,Yes,6.0
646,754,Patsy,Beefon,Female,15,1979-07-28,Financial Services,Mass Customer,N,No,14.0
647,755,Baily,Imison,Male,31,1993-07-13,Financial Services,Mass Customer,N,No,4.0
648,756,Carin,Lauthian,Female,65,1974-09-25,Manufacturing,Mass Customer,N,Yes,16.0
649,757,Kinsley,Klimus,Male,91,1977-05-13,Financial Services,Mass Customer,N,No,18.0
650,758,Teena,Birrel,Female,99,1967-04-07,Manufacturing,High Net Worth,N,Yes,11.0
651,759,Mitchel,Schimek,Male,89,1963-04-18,Health,High Net Worth,N,No,13.0
652,761,Vaughan,McCromley,Male,12,1977-11-27,Health,Affluent Customer,N,Yes,4.0
653,763,Benita,Cuffley,Female,95,1987-11-05,Manufacturing,Affluent Customer,N,No,12.0
654,764,Samuel,Stiff,Male,40,1977-03-16,Financial Services,Mass Customer,N,Yes,22.0
655,765,Valeria,Chazette,Female,50,1984-08-31,Retail,Affluent Customer,N,No,16.0
656,766,Nonna,Hun,Female,16,1975-04-22,Retail,Mass Customer,N,Yes,14.0
657,767,Gustav,Kos,Male,70,1955-12-16,Manufacturing,High Net Worth,N,No,11.0
658,768,Alexia,Wolford,Female,5,1974-01-14,Argiculture,Affluent Customer,N,Yes,21.0
659,769,Cameron,Letherbury,Male,65,1961-12-28,IT,Mass Customer,N,No,12.0
660,770,Zara,Maccaddie,Female,10,1984-02-05,IT,High Net Worth,N,Yes,13.0
661,772,Lorianna,Vidyapin,Female,12,1998-12-26,Entertainment,Mass Customer,N,No,4.0
662,773,Robbie,Handaside,Male,77,1985-02-12,Financial Services,Affluent Customer,N,Yes,20.0
663,774,Phelia,Perotti,Female,79,1998-11-27,Manufacturing,High Net Worth,N,No,1.0
664,775,Nikita,Kilby,Male,66,1982-09-21,Manufacturing,Affluent Customer,N,No,4.0
665,776,Stanley,Seven,Male,30,1980-09-24,Financial Services,High Net Worth,N,No,20.0
666,777,Wolfgang,Tarrier,Male,2,1993-01-09,Financial Services,High Net Worth,N,No,4.0
667,778,Stacy,Pozzi,Male,24,1976-11-17,Manufacturing,High Net Worth,N,No,13.0
668,779,Maddy,Larrat,Female,1,1992-02-10,Health,High Net Worth,N,No,7.0
669,780,Kim,LN_unkown,Female,24,1973-10-12,Financial Services,Mass Customer,N,No,20.0
670,781,Elvis,O'Leagham,Male,80,1958-11-15,Manufacturing,Mass Customer,N,No,17.0
671,782,Bevvy,Siegertsz,Female,30,1976-08-29,Manufacturing,Mass Customer,N,No,17.0
672,783,Rudd,Strangeways,Male,6,1985-07-25,Retail,Affluent Customer,N,No,14.0
673,784,Frederik,Duckett,Male,10,1977-01-24,IT,High Net Worth,N,Yes,22.0
674,785,Anthea,Guesford,Female,48,1979-08-26,Manufacturing,Mass Customer,N,Yes,18.0
675,786,Francklin,Ubanks,Male,34,1985-02-14,Financial Services,Affluent Customer,N,No,16.0
676,787,Norma,Batrim,Female,29,1996-12-15,Retail,Affluent Customer,N,Yes,2.0
677,788,Gregg,Townsend,Male,62,1964-07-01,Health,Mass Customer,N,No,11.0
678,789,Gabrielle,Giraudot,Female,69,1978-04-28,Manufacturing,Affluent Customer,N,Yes,14.0
679,791,Tootsie,Hurt,Female,3,1968-09-29,Manufacturing,Mass Customer,N,Yes,14.0
680,793,Kissie,Delong,Female,97,1989-01-30,Financial Services,High Net Worth,N,Yes,9.0
681,794,Scott,Ommundsen,Male,99,1955-05-12,Financial Services,Affluent Customer,N,Yes,16.0
682,795,Cassy,Awdry,Female,35,1973-08-20,Financial Services,High Net Worth,N,No,18.0
683,796,Ira,Lamlin,Female,8,1997-05-27,Financial Services,Mass Customer,N,No,2.0
684,797,Meridel,Rawet,Female,51,1973-10-20,Financial Services,Mass Customer,N,No,19.0
685,798,Dorita,Blackburne,Female,22,1988-05-20,Financial Services,High Net Worth,N,No,5.0
686,799,Harland,Spilisy,U,39,1977-08-12,IT,Mass Customer,N,Yes,10.722750997850783
687,800,Quint,Popov,Male,68,1978-12-31,Manufacturing,Mass Customer,N,No,8.0
688,802,Ailyn,Carberry,Female,50,1986-02-20,Financial Services,Mass Customer,N,No,3.0
689,803,Nina,Murcutt,Female,96,1999-11-11,Manufacturing,High Net Worth,N,No,3.0
690,805,Jorrie,Hanhardt,Female,48,1960-04-19,Manufacturing,Mass Customer,N,No,10.0
691,806,Carter,Kaesmakers,Male,66,1992-07-28,Retail,Mass Customer,N,Yes,7.0
692,808,Nigel,Phippard,Male,21,1979-11-21,Health,High Net Worth,N,Yes,17.0
693,809,Nevsa,Washtell,Female,83,1977-10-23,Health,Mass Customer,N,No,18.0
694,810,Fawnia,Bartrum,Female,24,1998-04-04,Health,Mass Customer,N,Yes,1.0
695,812,Coral,Dunkirk,Female,1,1989-09-22,Financial Services,Mass Customer,N,No,16.0
696,813,Lisette,Nesbit,Female,12,1962-03-21,Health,Mass Customer,N,No,14.0
697,814,Raffarty,Giacomoni,Male,60,1959-12-23,Manufacturing,Mass Customer,N,No,14.0
698,815,Caryn,Sampey,Female,47,1974-07-06,Manufacturing,Mass Customer,N,Yes,22.0
699,816,Donni,Boor,Female,71,1957-01-10,Manufacturing,Mass Customer,N,No,15.0
700,817,Niel,Abilowitz,Male,38,1992-04-08,Financial Services,Mass Customer,N,Yes,6.0
701,818,Beverie,Bosanko,Female,17,1973-12-21,Manufacturing,Mass Customer,N,No,11.0
702,819,Temp,Thebeau,Male,7,1975-07-17,Manufacturing,Affluent Customer,N,Yes,5.0
703,820,Cecilia,Chipchase,Female,12,1977-01-06,Financial Services,High Net Worth,N,No,16.0
704,821,Gregoor,Aronovitz,Male,41,1981-07-24,Financial Services,Mass Customer,N,Yes,7.0
705,822,Ardis,Tomlett,Female,67,1974-10-23,Health,High Net Worth,N,No,17.0
706,823,Stesha,Morecombe,Female,91,1990-02-17,Manufacturing,Affluent Customer,N,No,9.0
707,824,Fleurette,Whardley,Female,97,1977-02-27,Financial Services,Affluent Customer,N,Yes,12.0
708,826,Marc,Waddilove,Male,92,1998-12-25,Financial Services,Mass Customer,N,Yes,1.0
709,827,Phillis,Rudwell,Female,90,1996-05-07,Health,Affluent Customer,N,No,5.0
710,828,Darda,Kernocke,Female,93,1957-12-14,Health,Mass Customer,N,Yes,20.0
711,829,Byran,Goodfield,Male,84,2001-01-22,Financial Services,High Net Worth,N,Yes,2.0
712,830,Jayson,Chilcott,Male,58,1981-05-31,Manufacturing,Affluent Customer,N,No,6.0
713,831,Teddy,Keijser,Male,4,1973-04-20,Financial Services,Affluent Customer,N,No,11.0
714,832,Shaun,Murphey,Male,30,1977-11-30,Retail,Mass Customer,N,No,14.0
715,834,Rudolf,Brandes,Male,37,1973-04-07,Financial Services,Mass Customer,N,No,3.0
716,835,Zachary,Matyukon,Male,85,1968-04-22,Manufacturing,Mass Customer,N,Yes,9.0
717,836,Clemence,Vautre,Female,33,1990-04-02,Financial Services,Mass Customer,N,Yes,9.0
718,838,Hayden,Heersema,Male,27,1971-02-03,Financial Services,High Net Worth,N,No,15.0
719,839,Charis,Greaves,U,14,1977-08-12,IT,Mass Customer,N,Yes,10.722750997850783
720,840,Chas,Carabet,Male,94,1964-06-20,Financial Services,Affluent Customer,N,Yes,19.0
721,841,Hanan,McGreay,Male,93,1966-09-22,Manufacturing,Affluent Customer,N,Yes,8.0
722,842,Mahmud,Dobbson,Male,59,1999-08-16,Financial Services,High Net Worth,N,No,2.0
723,843,Salomone,Sleford,Male,80,1989-09-05,Manufacturing,Affluent Customer,N,Yes,9.0
724,844,Tome,Tyt,Male,13,1978-01-13,Financial Services,High Net Worth,N,No,9.0
725,845,Koressa,Maris,Female,51,1973-12-24,Manufacturing,Mass Customer,N,No,3.0
726,846,Alvan,Rebichon,Male,60,1954-03-25,Manufacturing,Affluent Customer,N,No,17.0
727,847,Kelci,Morrison,Female,66,1991-05-26,Retail,High Net Worth,N,No,9.0
728,848,Lannie,Chat,Male,79,1979-06-25,Manufacturing,Mass Customer,N,No,13.0
729,849,Sylvan,Capper,Male,72,1969-09-15,Entertainment,Mass Customer,N,No,10.0
730,850,Nevin,Hanfrey,Male,79,2000-09-24,Health,Mass Customer,N,No,1.0
731,852,Andie,Bonney,Female,37,2000-11-04,Financial Services,Affluent Customer,N,Yes,2.0
732,853,Nolana,Rotter,Female,26,1981-10-04,Retail,Mass Customer,N,Yes,16.0
733,855,Bennie,Llywarch,Female,74,1974-10-26,Retail,High Net Worth,N,Yes,16.0
734,856,Peyton,Monkeman,Male,63,1988-10-01,Financial Services,Mass Customer,N,Yes,9.0
735,858,Barby,Charlwood,Female,79,1980-06-02,Financial Services,High Net Worth,N,Yes,9.0
736,859,Devinne,Tommeo,Female,53,1978-08-02,Financial Services,Affluent Customer,N,Yes,7.0
737,861,Rebekah,Dmych,Female,73,1977-05-24,Financial Services,High Net Worth,N,No,17.0
738,862,Worden,Fossitt,Male,83,1977-12-27,Argiculture,High Net Worth,N,Yes,16.0
739,863,Kessiah,Logg,Female,19,1961-09-10,Financial Services,Affluent Customer,N,No,5.0
740,864,Regen,Nares,Male,6,1970-03-06,Retail,High Net Worth,N,Yes,4.0
741,865,Germain,De la Harpe,Female,73,1965-04-12,Telecommunications,Mass Customer,N,No,19.0
742,868,Effie,Duddy,Female,84,1979-07-18,Financial Services,Mass Customer,N,Yes,11.0
743,869,Addia,Abels,Female,7,1984-03-11,Financial Services,High Net Worth,N,Yes,10.0
744,870,Hugh,Wilce,Male,63,1964-01-29,Health,Mass Customer,N,No,6.0
745,872,Suki,Ivachyov,Female,47,1971-04-28,IT,Mass Customer,N,No,13.0
746,873,Worthington,Penwarden,Male,37,1959-12-23,Health,Affluent Customer,N,Yes,20.0
747,874,Howard,Oseland,Male,78,2001-05-05,Health,Mass Customer,N,Yes,1.0
748,875,Caryl,Linnett,Male,34,1999-02-23,Financial Services,Mass Customer,N,Yes,2.0
749,876,Neil,Jencey,Male,44,1968-10-06,IT,High Net Worth,N,No,19.0
750,877,Didi,Milne,Female,92,1988-05-13,Financial Services,Mass Customer,N,Yes,3.0
751,878,Clarence,Silby,Male,31,1982-11-01,Manufacturing,Mass Customer,N,Yes,9.0
752,882,Esmaria,Lythgoe,Female,59,1965-09-29,Property,Mass Customer,N,Yes,11.0
753,883,Lolita,Bennie,U,73,1977-08-12,IT,Mass Customer,N,Yes,10.722750997850783
754,884,Pepito,Lamming,Male,11,1978-01-30,Property,Mass Customer,N,No,17.0
755,885,Yancey,Wivell,Male,20,1966-11-11,Financial Services,Mass Customer,N,No,18.0
756,886,Dawna,McCullen,Female,53,1974-11-15,Health,Mass Customer,N,No,11.0
757,887,Patrizius,Hardinge,Male,55,1997-11-17,Manufacturing,High Net Worth,N,No,1.0
758,888,Chickie,Gulleford,Female,62,1963-11-10,Manufacturing,Mass Customer,N,No,10.0
759,889,Ezequiel,Coggeshall,Male,46,1967-02-19,Retail,Affluent Customer,N,Yes,10.0
760,890,Tony,Cordsen,Female,55,1974-02-01,Health,Mass Customer,N,Yes,15.0
761,891,Talbot,Andrioni,Male,21,1981-08-06,Health,High Net Worth,N,Yes,9.0
762,892,Conroy,Healy,U,22,1977-08-12,IT,Mass Customer,N,Yes,10.722750997850783
763,893,Gibby,Fearnley,Male,97,1983-09-11,IT,Mass Customer,N,No,16.0
764,894,Catie,Kibbey,Female,13,1970-12-18,Financial Services,High Net Worth,N,Yes,9.0
765,897,Pris,Fance,Female,25,1969-01-11,Manufacturing,Mass Customer,N,No,11.0
766,898,Reyna,Braizier,Female,53,1977-08-28,Financial Services,Affluent Customer,N,No,16.0
767,899,Teodora,Lawling,Female,42,1963-08-05,Health,Affluent Customer,N,Yes,12.0
768,900,Clevey,Ivamy,Male,48,1990-08-07,Manufacturing,Mass Customer,N,Yes,5.0
769,901,Letta,McCarter,Female,13,1975-04-27,Retail,Mass Customer,N,Yes,16.0
770,902,Selene,Vasiltsov,Female,37,1989-07-26,Retail,Mass Customer,N,No,18.0
771,903,Hewe,Lidgley,Male,46,1961-07-03,Financial Services,Mass Customer,N,No,14.0
772,905,Dorian,Drinkel,Female,41,1978-02-11,Manufacturing,Affluent Customer,N,No,12.0
773,906,Cammy,Marcroft,Male,73,1998-12-30,Financial Services,High Net Worth,N,Yes,3.0
774,907,Eamon,McWhin,Male,51,1978-12-25,Property,High Net Worth,N,Yes,17.0
775,908,Carry,Tomlett,Female,86,1980-08-28,Financial Services,Affluent Customer,N,Yes,17.0
776,910,Lewes,Foulcher,Male,50,1986-04-26,Financial Services,Mass Customer,N,No,14.0
777,911,Marcellus,Shawcroft,Male,62,1974-10-13,Property,Affluent Customer,N,No,3.0
778,912,Vince,Dalmon,Male,37,1968-07-19,Retail,Mass Customer,N,Yes,19.0
779,913,Dayle,Spearman,Female,67,2000-10-28,Financial Services,Mass Customer,N,No,1.0
780,914,Marc,Egleton,Male,73,1999-06-16,Manufacturing,Affluent Customer,N,Yes,2.0
781,915,Austina,Orrice,Female,17,1984-09-07,Entertainment,Mass Customer,N,No,7.0
782,917,Odo,MacKaig,Male,63,1964-05-06,Financial Services,Mass Customer,N,No,19.0
783,918,Mahmud,Chiles,Male,73,1975-02-26,Health,High Net Worth,N,No,13.0
784,919,Grove,Peltzer,Male,48,1987-07-17,Health,Mass Customer,N,Yes,13.0
785,920,Stefano,Thornborrow,Male,89,1976-01-19,Health,Mass Customer,N,Yes,19.0
786,921,Gretchen,Seneschal,Female,77,1979-12-19,Manufacturing,Mass Customer,N,No,7.0
787,922,Bekki,Ralston,Female,52,1972-10-10,Financial Services,Mass Customer,N,No,19.0
788,923,Garrek,Grimwade,Male,44,1977-06-26,Financial Services,High Net Worth,N,No,19.0
789,925,Nicko,Pembridge,Male,42,1978-08-07,Manufacturing,Affluent Customer,N,No,16.0
790,926,Terrel,Matthisson,Male,18,1965-10-14,Telecommunications,Affluent Customer,N,No,10.0
791,927,Jarret,LN_unkown,Male,25,1966-02-19,Financial Services,Mass Customer,N,Yes,18.0
792,929,Kippy,Conerding,Male,0,1965-09-04,Financial Services,Mass Customer,N,Yes,13.0
793,930,Evelina,Dinan,Female,86,1971-11-10,Retail,Mass Customer,N,Yes,8.0
794,931,Katrina,Sappson,Female,59,1999-08-07,Manufacturing,Affluent Customer,N,Yes,1.0
795,933,Melany,L'oiseau,Female,75,1996-05-19,Retail,Mass Customer,N,Yes,5.0
796,934,Marcellus,Louisot,Male,76,1996-01-22,Manufacturing,Mass Customer,N,No,6.0
797,936,Raffaello,Godleman,Male,64,1988-05-16,Health,High Net Worth,N,No,3.0
798,937,Nikolos,McKyrrelly,Male,65,1985-11-15,Manufacturing,Affluent Customer,N,No,15.0
799,938,Corabelle,LN_unkown,Female,18,1996-04-06,Retail,Mass Customer,N,No,7.0
800,939,Cristian,Theodoris,Male,53,1961-01-10,Manufacturing,Mass Customer,N,No,6.0
801,940,Marnia,Claesens,Female,3,1987-06-16,Manufacturing,Mass Customer,N,No,9.0
802,941,Tye,Doohan,Male,13,1995-02-02,Financial Services,Affluent Customer,N,Yes,1.0
803,942,Shirley,Brook,Female,31,1974-02-07,Financial Services,Mass Customer,N,Yes,14.0
804,943,Holly,Gamett,Male,94,1979-09-17,Property,Affluent Customer,N,Yes,15.0
805,944,Anderea,Dallewater,Female,53,1976-01-12,Manufacturing,Mass Customer,N,No,15.0
806,946,Bettina,Farrer,Female,16,1961-07-17,Manufacturing,High Net Worth,N,No,12.0
807,947,Hyacinth,Naldrett,Female,43,1986-03-10,Health,Mass Customer,N,No,10.0
808,949,Jarid,Grebner,Male,18,1975-09-07,Health,Mass Customer,N,Yes,3.0
809,950,Bret,Ivakhnov,U,24,1977-08-12,IT,High Net Worth,N,Yes,10.722750997850783
810,951,Meryl,Dumbar,Male,44,1999-09-29,Entertainment,Mass Customer,N,No,1.0
811,952,Marina,Andresen,Female,34,1971-06-13,Financial Services,Affluent Customer,N,Yes,6.0
812,954,Alain,Immins,Male,76,1995-02-28,Manufacturing,Mass Customer,N,Yes,7.0
813,955,Teresina,Gibbie,Female,78,1989-10-01,Health,Mass Customer,N,Yes,9.0
814,956,Ezechiel,Pettecrew,Male,19,1960-09-26,Manufacturing,Mass Customer,N,Yes,9.0
815,957,Jamima,Gannan,Female,80,1994-08-20,Manufacturing,Affluent Customer,N,Yes,7.0
816,958,Kristofor,Saulter,Male,15,1964-01-14,Health,High Net Worth,N,No,18.0
817,960,Lannie,Crumley,Male,1,1968-10-10,Health,Mass Customer,N,Yes,12.0
818,961,Rosamund,Shelton,Female,73,1986-08-10,Financial Services,Mass Customer,N,No,6.0
819,964,Rhetta,Grellier,Female,35,1994-01-24,Financial Services,High Net Worth,N,No,6.0
820,965,Meggie,Whitchurch,Female,86,1997-06-18,Retail,High Net Worth,N,Yes,5.0
821,966,Krystyna,Linning,Female,70,1978-11-05,Retail,High Net Worth,N,Yes,5.0
822,967,April,Causon,Female,44,1999-10-04,Manufacturing,Affluent Customer,N,Yes,1.0
823,968,Wayne,Woodfin,Male,96,1955-06-16,IT,High Net Worth,N,Yes,16.0
824,969,Jo,Mallinar,Female,20,1978-09-19,Health,High Net Worth,N,Yes,18.0
825,970,Kellyann,Hawton,Female,2,1980-06-26,Financial Services,High Net Worth,N,Yes,14.0
826,971,Sarge,Lerohan,Male,11,1988-10-25,Manufacturing,High Net Worth,N,No,22.0
827,972,Dena,Crewdson,Female,81,1981-07-23,Retail,Mass Customer,N,Yes,10.0
828,973,Annabella,Hebron,Female,46,1979-08-02,Health,High Net Worth,N,No,15.0
829,975,Goldarina,Rzehorz,U,26,1977-08-12,IT,Mass Customer,N,No,10.722750997850783
830,976,Andonis,Slimmon,Male,10,1971-10-21,Financial Services,Affluent Customer,N,No,10.0
831,979,Kayla,Falkingham,Female,42,1959-12-25,Manufacturing,High Net Worth,N,No,12.0
832,980,Max,Gronaver,Female,19,1978-01-23,Health,Mass Customer,N,No,8.0
833,981,Bud,Smittoune,Male,0,1973-02-19,Retail,Mass Customer,N,No,11.0
834,982,Tibold,Bonwell,Male,14,1960-02-12,Health,High Net Worth,N,Yes,6.0
835,983,Shaylyn,Riggs,U,49,1977-08-12,IT,Affluent Customer,N,No,10.722750997850783
836,984,Luciano,Weddup,Male,89,1954-03-25,Manufacturing,Affluent Customer,N,No,16.0
837,985,Aryn,O'Halloran,Female,29,1970-09-30,Retail,High Net Worth,N,No,15.0
838,986,Barnard,Stranks,Male,3,1994-10-05,Manufacturing,Mass Customer,N,Yes,8.0
839,987,Lars,Keher,Male,89,1974-08-29,Financial Services,Affluent Customer,N,Yes,11.0
840,988,Andree,Simonato,Female,35,1981-01-15,Manufacturing,High Net Worth,N,No,7.0
841,989,Caralie,Morfett,Female,43,1982-05-24,Financial Services,Mass Customer,N,No,17.0
842,990,Melissa,Purple,Female,56,1976-04-13,Manufacturing,Mass Customer,N,Yes,14.0
843,991,Lenna,Coales,Female,11,1991-11-29,Financial Services,Mass Customer,N,Yes,10.0
844,992,Cordelia,Hawkeswood,Female,6,1958-11-25,Property,Mass Customer,N,Yes,8.0
845,993,Reine,Semken,Female,71,1977-02-18,Argiculture,High Net Worth,N,No,17.0
846,994,Rhetta,Kupker,Female,62,1977-11-14,Entertainment,Affluent Customer,N,Yes,5.0
847,995,Urbano,Mews,Male,16,1965-11-12,Health,Mass Customer,N,Yes,19.0
848,996,Aura,Bemlott,U,67,1977-08-12,IT,Mass Customer,N,Yes,10.722750997850783
849,997,Ambros,Kernes,Male,30,1981-07-03,Telecommunications,Mass Customer,N,Yes,13.0
850,998,Petunia,Dufton,Female,66,1965-12-13,Manufacturing,Affluent Customer,N,Yes,5.0
851,1000,Paulie,Castelot,Female,44,1978-08-07,Financial Services,Mass Customer,N,No,11.0
852,1001,Finley,Vost,Male,63,1979-08-27,Retail,Mass Customer,N,No,14.0
853,1003,Mariann,O'Geaney,Female,35,1968-02-03,Financial Services,High Net Worth,N,No,18.0
854,1004,Colas,Pumfrett,Male,35,1975-07-09,IT,High Net Worth,N,No,22.0
855,1005,Kalila,Birtwistle,Female,94,1967-09-15,IT,High Net Worth,N,Yes,8.0
856,1006,Norbert,Gotcher,Male,15,1977-08-10,Telecommunications,Affluent Customer,N,Yes,19.0
857,1007,Cord,Warriner,Male,58,1996-06-08,Retail,Mass Customer,N,No,5.0
858,1009,Nolie,Orring,Female,16,1957-05-09,Manufacturing,High Net Worth,N,Yes,13.0
859,1010,Leighton,Ebbles,Male,24,1963-01-26,Financial Services,Affluent Customer,N,No,17.0
860,1011,Cymbre,Janos,Female,42,1985-07-19,Health,High Net Worth,N,Yes,10.0
861,1013,Corissa,Zienkiewicz,Female,53,1976-09-06,Retail,High Net Worth,N,No,17.0
862,1014,Miller,Faloon,Male,60,1960-10-14,Property,Mass Customer,N,Yes,8.0
863,1015,Toiboid,Sorrel,Male,7,1955-04-01,Health,Mass Customer,N,No,17.0
864,1016,Adrian,Prettyjohns,Male,0,1959-08-12,IT,Mass Customer,N,Yes,17.0
865,1017,Jacquenette,Pluthero,Female,88,1979-01-09,Entertainment,High Net Worth,N,No,16.0
866,1018,Matthiew,Ferreras,Male,1,1994-11-27,Manufacturing,Mass Customer,N,Yes,7.0
867,1019,Ignazio,Milby,Male,42,1973-11-19,Manufacturing,Mass Customer,N,Yes,14.0
868,1020,Natala,Thorndale,Female,29,1975-11-10,IT,Affluent Customer,N,No,13.0
869,1021,Elvis,Rixon,Male,16,1977-10-02,Retail,High Net Worth,N,No,7.0
870,1022,Suzann,Wilks,Female,56,1990-03-04,Financial Services,Affluent Customer,N,Yes,14.0
871,1023,Iseabal,Fullbrook,Female,16,1991-07-23,Financial Services,Affluent Customer,N,Yes,6.0
872,1024,Rhodia,D'Onise,Female,17,1992-06-05,Health,High Net Worth,N,Yes,2.0
873,1025,Ario,Jeromson,Male,69,1997-07-30,IT,Mass Customer,N,Yes,5.0
874,1026,Vernon,Hakking,Male,66,1994-07-29,Financial Services,Affluent Customer,N,No,4.0
875,1027,Rolando,Sherewood,Male,33,1966-10-07,Financial Services,Affluent Customer,N,No,18.0
876,1030,Nariko,Dummigan,Female,9,1962-05-05,Health,Mass Customer,N,No,5.0
877,1031,Roi,Ogden,Male,75,1983-09-15,Manufacturing,Mass Customer,N,No,6.0
878,1035,Kara-lynn,Doddridge,Female,77,1976-11-02,Retail,Affluent Customer,N,Yes,5.0
879,1036,Randene,Ingle,Female,6,1969-11-28,Financial Services,Mass Customer,N,Yes,12.0
880,1037,Sissie,Rielly,Female,95,1956-08-08,Financial Services,Mass Customer,N,No,10.0
881,1038,Fraser,Acome,U,57,1977-08-12,Manufacturing,Mass Customer,N,Yes,10.722750997850783
882,1040,Jacenta,Wedlock,Female,78,1975-03-04,Health,High Net Worth,N,No,9.0
883,1041,Free,Bonniface,Male,95,1959-05-25,Property,Affluent Customer,N,No,15.0
884,1042,Isacco,Woodwind,Male,0,1976-01-14,Manufacturing,High Net Worth,N,Yes,11.0
885,1043,Giorgi,Hurford,Male,34,1986-10-20,Financial Services,Mass Customer,N,Yes,16.0
886,1044,Frederico,Whilder,U,4,1977-08-12,Health,High Net Worth,N,No,10.722750997850783
887,1045,Aeriel,Everest,Female,88,1986-05-08,Financial Services,Mass Customer,N,Yes,19.0
888,1047,Standford,Tanswill,Male,39,1978-09-03,Financial Services,Affluent Customer,N,No,11.0
889,1049,Fraser,Gaenor,Male,35,1996-03-02,Property,Mass Customer,N,No,2.0
890,1050,Marjie,Ghion,Female,7,1973-07-29,Telecommunications,Mass Customer,N,Yes,15.0
891,1051,Xylia,Lange,Female,34,1977-09-29,Property,High Net Worth,N,Yes,14.0
892,1052,Dela,Flannigan,Female,31,1986-02-02,Financial Services,High Net Worth,N,No,3.0
893,1053,Davon,Stanyland,Male,98,1962-05-20,Manufacturing,Mass Customer,N,Yes,8.0
894,1054,Natal,Matiewe,Male,27,1983-08-09,Manufacturing,Mass Customer,N,Yes,13.0
895,1055,Danell,Rose,Female,30,1988-06-08,Manufacturing,Mass Customer,N,No,12.0
896,1056,Kendricks,Markel,Male,96,1966-12-18,Manufacturing,Affluent Customer,N,No,6.0
897,1057,Laryssa,Durdle,Female,73,1969-04-06,Health,Mass Customer,N,No,5.0
898,1058,Gretel,Gionettitti,Female,37,1987-10-24,Retail,Affluent Customer,N,Yes,4.0
899,1059,Chantal,Plante,Female,68,1968-02-16,Entertainment,High Net Worth,N,Yes,6.0
900,1060,Vanda,Boadby,Female,88,1961-11-23,Argiculture,Affluent Customer,N,Yes,13.0
901,1061,Anderson,LN_unkown,Male,34,1988-11-07,Financial Services,Mass Customer,N,No,19.0
902,1063,Terrence,Geck,Male,22,1987-03-01,Financial Services,Affluent Customer,N,Yes,13.0
903,1064,Thornie,Andrusov,Male,3,1977-06-13,Entertainment,Affluent Customer,N,Yes,8.0
904,1065,Chilton,Ghirigori,Male,8,1962-06-27,Financial Services,Mass Customer,N,Yes,8.0
905,1066,Hailey,Ricciardi,Male,45,1995-10-06,Telecommunications,High Net Worth,N,No,12.0
906,1067,Berri,Cotillard,Female,13,1965-05-17,Financial Services,Mass Customer,N,Yes,13.0
907,1068,Frazer,Searston,Male,5,1995-03-21,Health,Mass Customer,N,Yes,3.0
908,1069,Reese,Titterington,Male,85,1976-04-15,Telecommunications,Mass Customer,N,No,15.0
909,1071,Chrisy,Miranda,Male,68,1986-12-29,Retail,High Net Worth,N,No,1.0
910,1072,Curt,Petrello,Male,60,1957-06-01,Financial Services,High Net Worth,N,Yes,8.0
911,1075,Cullin,Elcoate,Male,26,1967-07-25,Manufacturing,High Net Worth,N,No,7.0
912,1076,Siegfried,Trattles,Male,33,2000-06-06,Health,Affluent Customer,N,No,2.0
913,1077,Sheba,Este,Female,8,1955-10-11,Telecommunications,Mass Customer,N,Yes,18.0
914,1078,Abe,Pilley,Male,69,1976-06-05,Manufacturing,Mass Customer,N,No,20.0
915,1079,Dennie,L' Anglois,Male,70,1978-01-03,Manufacturing,Mass Customer,N,No,18.0
916,1080,Monah,Talbot,Female,70,1999-12-26,Property,Mass Customer,N,Yes,2.0
917,1081,Marga,Cradduck,Female,25,1985-10-21,Health,Mass Customer,N,No,16.0
918,1082,Guinevere,Kelby,U,90,1977-08-12,Financial Services,Mass Customer,N,Yes,10.722750997850783
919,1084,Serena,Jagson,Female,54,1994-05-18,Retail,Affluent Customer,N,No,8.0
920,1085,Lucho,Strafen,Male,4,1975-09-12,Health,Mass Customer,N,No,8.0
921,1086,Ezechiel,Parnall,Male,84,1989-06-21,Property,Mass Customer,N,Yes,4.0
922,1087,Lian,Madrell,Female,39,1979-09-18,Financial Services,Mass Customer,N,Yes,8.0
923,1089,Korney,Hess,Female,90,1988-09-17,Property,Affluent Customer,N,No,12.0
924,1090,Lorettalorna,LN_unkown,Female,15,1975-07-15,Telecommunications,Affluent Customer,N,No,17.0
925,1091,Keith,Housden,Male,19,1980-04-15,Health,Mass Customer,N,No,15.0
926,1092,Katlin,Creddon,Female,56,1935-08-22,Retail,Mass Customer,N,No,5.0
927,1094,Shaughn,Salters,Male,48,1975-12-27,Health,High Net Worth,N,No,19.0
928,1095,Emelda,Gerler,Female,2,1958-08-29,Health,Mass Customer,N,No,6.0
